Source_URL,NIL,Dining,Residence,Research,Travel,Alumni
https://www.stedwards.edu/,Not Found,https://www.stedwards.edu/campus-life/housing-dining,https://www.stedwards.edu/campus-life/housing-dining,https://www.stedwards.edu/academics/research,Not Found,https://www.stedwards.edu/alumni
https://www.steson.org/Index.aspx?tabindex=0&tabid=1/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.stfranciscollege.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.stgregorys.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.stjohns.edu/,Not Found,Not Found,Not Found,https://www.stjohns.edu/academics/st-johns-university-research-programs-and-opportunities,https://www.stjohns.edu/academics/study-abroad-global-programs,https://www.stjohns.edu/st-johns-university-alumni-friends
https://www.stjohnsem.edu/,Not Found,https://www.stjohnsem.edu/housing-dining,https://www.stjohnsem.edu/housing-dining,Not Found,Not Found,https://www.stjohnsem.edu/alumni
https://www.stmartin.edu/,Not Found,https://www.stmartin.edu/student-life/dining,https://www.stmartin.edu/student-life/housing,https://www.stmartin.edu/academics/research,https://www.stmartin.edu/academics/study-abroad,https://www.stmartin.edu/alumni
https://www.stmary.edu/,Not Found,https://www.stmary.edu/studentlifeatusm/ResHalls.html,https://www.stmary.edu/studentlifeatusm/ResHalls.html,Not Found,Not Found,https://www.stmary.edu/support-alumni/alumni-supportUSM.html
https://www.stmarys.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.stmarysem.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.stmarytx.edu-ca.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.stonehill.edu/,Not Found,Not Found,https://www.stonehill.edu/connect-with-community/living-on-campus/,Not Found,Not Found,Not Found
https://www.strose.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.stthom.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.stthomas.edu/,Not Found,https://www.stthomas.edu/dining/index.html,https://www.stthomas.edu/residence-life/index.html,https://www.stthomas.edu/academics/research/index.html,https://www.stthomas.edu/academics/study-abroad/index.html,Not Found
https://www.stu.edu/,Not Found,https://www.stu.edu/dining/,https://www.stu.edu/housing/,Not Found,https://www.stu.edu/study-abroad/,Not Found
https://www.stvincent.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.stvincent.edu/information-for/alumni-and-friends/index.html
https://www.stvincentscollege.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.sxu.edu/,Not Found,Not Found,Not Found,https://www.sxu.edu/about/leadership-vision/institutional-research/consumer-information.html,Not Found,https://www.sxu.edu/about/offices/alumni/index.html
https://www.thomasaquinas.edu/,Not Found,Not Found,https://www.thomasaquinas.edu/student-life/campus-living,Not Found,Not Found,https://www.thomasaquinas.edu/alumni/faith-action-blog
https://www.thomasmore.edu/,Not Found,https://www.thomasmore.edu/info-for/new-current-students/pay-my-bill/room-meal-plan-options/,https://www.thomasmore.edu/#navFlyoutMenu14839,https://www.thomasmore.edu/admissions/scholarships-financial-aid/grants/,https://www.thomasmore.edu/academics/study-abroad/,https://www.thomasmore.edu/#navFlyoutMenu14971
https://www.thomasmorecollege.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.trinitydc.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.trocaire.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.trocaire.edu/alumni-and-friends
https://www.udallas.edu/,Not Found,https://www.udallas.edu/life-at-ud/housing-dining/index.php,https://www.udallas.edu/life-at-ud/housing-dining/index.php,Not Found,Not Found,https://www.udallas.edu/alumni/index.php
https://www.udayton.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.udmercy.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.udmercy.edu/alumni/index.php
https://www.ugf.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.uiw.edu/,Not Found,Not Found,Not Found,https://www.uiw.edu/orgs/index.html,https://www.uiw.edu/studyabroad/index.html,https://www.uiw.edu/alumni/index.html
https://www.umary.edu/,Not Found,https://www.umary.edu/life-at-mary/housing-dining,https://www.umary.edu/life-at-mary/housing-dining,Not Found,https://www.umary.edu/academics/study-abroad,https://www.umary.edu/alumni
https://www.uofs.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.up.edu/,Not Found,https://www.up.edu/student-life/dining/index.html,https://www.up.edu/student-life/living-on-campus/index.html,Not Found,Not Found,https://www.up.edu/admissions-aid/admitted-undergraduates/index.html
https://www.ursuline.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,https://www.ursuline.edu/alumni
https://www.usfca.edu/,https://www.usfca.edu/academics/undergraduate-experience/horizon-collective,https://www.usfca.edu/life-at-usf/housing-dining,https://www.usfca.edu/life-at-usf/housing-dining,https://www.usfca.edu/who-we-are/global-usf/global-research,https://www.usfca.edu/academics/undergraduate-experience/study-abroad,https://www.usfca.edu/alumni
https://www.usj.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.usml.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.villa.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.villanova.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.viterbo.edu/,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
https://www.walsh.edu/,Not Found,https://www.walsh.edu/residence-life.html,https://www.walsh.edu/residence-life.html,https://www.walsh.edu/admissions/wupromise.html,Not Found,Not Found
https://www.wju.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.wtu.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.wyomingcatholiccollege.com/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.xu.edu/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
https://www.xula.edu/,Not Found,Not Found,https://www.xula.edu/fiscal-services/office-of-student-accounts/office-of-student-accounts-tuition-fees-residential-housing-and-other-costs.html,https://www.xula.edu/opira/institutional-research-decision-support.html,Not Found,https://www.xula.edu/alumni/index.html
https://www2.cbu.edu/cbu/index.htm/,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error,Connection Error
